Month,PM2.5
January,0.21550000000000002
February,0.2645
March,0.16219999999999998
April,0.34075000000000005
May,0.31599999999999995
June,0.271
July,0.398
August,0.167
September,0.26533333333333337
October,0.20850000000000002
November,0.17466666666666666
December,0.21933333333333335
