Month,PM2.5
January,0.4000000000000001
February,0.2675
March,0.5552000000000001
April,0.4412
May,0.18766666666666665
June,0.21639999999999998
July,0.2018333333333333
August,0.0615
September,0.14100000000000001
October,0.269
November,0.20939999999999998
December,0.258
