Month,PM2.5
January,0.359
February,0.4336666666666667
March,0.25199999999999995
April,0.23875000000000002
May,0.24
June,
July,0.5800000000000001
August,
September,0.25099999999999995
October,0.2796666666666667
November,0.15175
December,0.2632
