Month,PM2.5
January,0.11720000000000001
February,0.41333333333333333
March,1.0612
April,1.50675
May,0.4675
June,0.233
July,0.1665
August,0.2273333333333333
September,0.14775
October,
November,0.17500000000000002
December,0.122
