Month,PM2.5
January,0.089
February,0.2235
March,0.4526
April,0.386
May,0.512
June,0.4366666666666667
July,
August,0.21000000000000002
September,0.296
October,0.19939999999999997
November,0.13940000000000002
December,0.18280000000000002
