Month,PM2.5
January,0.208
February,0.254
March,0.598
April,0.3293333333333333
May,0.3448333333333333
June,0.2528
July,0.3838333333333333
August,0.4612
September,0.4528
October,0.5528
November,0.68775
December,0.46433333333333326
