Month,PM2.5
January,0.2775
February,0.41900000000000004
March,0.23700000000000002
April,0.3042
May,0.35850000000000004
June,0.41819999999999996
July,0.3995
August,0.434
September,0.6855
October,0.528
November,0.4766
December,0.782
