Month,PM2.5
January,0.175
February,0.378
March,0.5676
April,0.5123333333333333
May,0.44
June,0.19999999999999998
July,0.13933333333333334
August,0.22666666666666668
September,0.2005
October,0.2936666666666667
November,0.115
December,0.21300000000000002
