Month,PM2.5
January,0.21850000000000003
February,0.279
March,0.2235
April,0.3606666666666667
May,0.32375000000000004
June,0.311
July,0.3375
August,0.336
September,0.17800000000000002
October,
November,0.199
December,0.20650000000000002
