Month,PM2.5
January,0.28075
February,0.16275
March,0.24283333333333337
April,0.26
May,0.30974999999999997
June,0.21375
July,0.37333333333333335
August,0.13766666666666666
September,0.24150000000000002
October,0.2265
November,0.21125
December,0.1315
