Month,PM2.5
January,0.195
February,0.254
March,0.29533333333333334
April,0.249
May,0.3368
June,0.24033333333333332
July,0.114
August,0.2363333333333333
September,0.3033333333333333
October,0.158
November,0.23900000000000002
December,0.171
