Month,PM2.5
January,0.09533333333333333
February,0.079
March,0.18433333333333332
April,0.17450000000000002
May,0.29250000000000004
June,0.1782
July,0.19074999999999998
August,0.20600000000000002
September,0.161
October,0.11733333333333333
November,0.1284
December,0.1416
