Month,PM2.5
January,0.20966666666666667
February,0.18000000000000002
March,0.16619999999999996
April,0.2645
May,0.21080000000000002
June,0.24066666666666667
July,0.138
August,0.197
September,0.16825
October,0.191
November,0.1615
December,0.208
