Month,PM2.5
January,0.266
February,0.44599999999999995
March,0.5136000000000001
April,0.42939999999999995
May,0.2448
June,0.303
July,0.146
August,0.23725000000000002
September,0.113
October,0.17
November,0.1556
December,0.11200000000000002
