Month,PM2.5
January,0.366
February,0.20900000000000002
March,0.21816666666666665
April,0.1495
May,0.20125
June,0.34880000000000005
July,
August,0.2205
September,0.21325
October,0.31300000000000006
November,0.257
December,0.2506
