Month,PM2.5
January,
February,0.309
March,0.2774
April,0.326
May,0.2853333333333333
June,0.4443333333333334
July,0.217
August,0.5753333333333334
September,0.33899999999999997
October,0.402
November,0.35250000000000004
December,
